,study,wave,version,versn_s,doi_gesis,doi_wvsa,studytit,uniqid,intrvwr_id,cntry,cntry_an,cntrycow,year,fw_start,fw_end,cntry_y,mode,mm_mixed_mode_evs5,mm_mode_fu_evs5,mm_matrix_group_evs5,mm_fw_start_fu_evs5,mm_fw_end_fu_evs5,mm_year_fu_evs5,ivlength,ivstart,ivstend,ivdate,mm_v277_fu_evs5,mm_v278a_fu_r_evs5,mm_v279a_fu_r_evs5,lnge_num,lnge_iso,gwght,pwght,wght_eq1000,reg_nuts1,reg_nuts2,reg_iso,size_5c,respint,a001,a002,a003,a004,a005,a006,a008,a009,a170,a173,a027,a029,a030,a032,a034,a035,a038,a039,a040,a041,a042,a065,a066,a067,a068,a071,a072,a074,a078,a079,a080_01,a080_02,a124_02,a124_03,a124_06,a124_08,a124_09,a165,b008,c001,c001_01,c002,c002_01,d081,d026_03,d026_05,c038,c039,c041,d001_b,g007_18_b,g007_33_b,g007_34_b,g007_35_b,g007_36_b,d054,d059,d060,d061,d078,e001,e002,e003,e004,y002,e012,e015,e018,e023,e025,e026,e027,e028,e033,e035,e036,e037,e039,e069_01,e069_02,e069_04,e069_05,e069_06,e069_07,e069_08,e069_18a,e069_18,e069_11,e069_12,e069_13,e069_14,e069_17,e069_20,e111_01,e114,e115,e116,e117,e179_wvs7,e181_evs5,e224,e225,e226,e227,e228,e229,e233,e233a,e233b,e235,e236,e263,e264,e265_01,e265_02,e265_03,e265_04,e265_05,e265_06,e265_07,e265_08,f025,f028,f028b_wvs7,f066_evs5,f034,f050,f051,f053,f054,f063,f114a,f115,f116,f117,f118,f119,f120,f121,f122,f123,f132,e290,f144_02,g005,g006,g052,g062,g063,g255,g256,g257,h009,h010,h011,x001,x002,x003,x003r,x003r2,g027a,x002_02a,x002_02b,v002,v002a,v002a_01,v001,v001a,v001a_01,x007,x026_01,x011,x013,x025a_01,x025r,w002a_01,w002r,v004am_01,v004rm,v004af_01,v004rf,x028,w003,x052,x035_evs5,x036e_wvs7,v097ef,w005_evs5,w006e_wvs7,x047_wvs7,x047e_evs5
27260,1,5,4-0-0 (2022-12-14),5-0-0 (2022-05-16),doi:10.4232/1.14023,doi:10.14281/18241.21,EVS5,348050655,11,348,HU,310,2018,201802,201808,3482018,1,5,-3,-3,-3,-3,-3,54,15.09,16.03,20180322,-3,-3.0,-3.0,184,hu,1.08906975938267,0.534134346103038,0.660501981505945,HU1,HU12,-4,1,1,1,1,1,4,1,4,2,3,10,10,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,2,1,2,2,4,2,3,2,2,2,2,1,2,2,3,3,3,2,4,4,4,2,2,1,1,2,2,1,3,1,2,3,3,3,3,5,7,6,8,4,3,3,2,2,1,3,2,2,2,2,2,1,2,2,2,6,2,2,2,2,-4,34802,5,8,6,5,5,4,9,5,4,5,7,1,1,1,4,4,3,3,1,4,4,0,7,-4,6,1,1,1,0,1,5,1,1,1,1,1,1,1,3,1,1,1,1,3,1,1,1,2,2,2,2,2,1,4,4,2,1977,41,3,2,1,348.0,HU,1,348,HU,1,348,HU,3,1,5,4,3,2,-3,-3,2,1,3,2,1,-3,2,72,-4,7,-3,-4,-4,7
27261,1,5,4-0-0 (2022-12-14),5-0-0 (2022-05-16),doi:10.4232/1.14023,doi:10.14281/18241.21,EVS5,348050656,51,348,HU,310,2018,201802,201808,3482018,1,5,-3,-3,-3,-3,-3,42,16.31,17.13,20180322,-3,-3.0,-3.0,184,hu,1.26440256425002,0.534134346103038,0.660501981505945,HU2,HU22,-4,1,2,1,2,2,3,2,3,2,2,8,8,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,4,1,1,4,2,2,1,1,1,1,1,1,1,2,2,2,4,3,2,3,1,2,1,2,2,1,3,1,3,1,2,2,3,8,7,10,5,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,4,1,4,1,-4,34802,5,5,5,5,5,5,5,5,5,8,8,1,1,2,2,2,2,4,4,2,2,0,8,-4,7,2,1,1,0,0,5,1,2,1,1,1,2,1,1,5,2,2,1,1,1,1,1,2,2,2,2,2,3,4,4,1,1966,52,4,3,1,348.0,HU,1,348,HU,1,348,HU,1,1,0,2,3,2,2,1,2,1,2,1,1,1,2,71,-4,8,75,-4,-4,7
27262,1,5,4-0-0 (2022-12-14),5-0-0 (2022-05-16),doi:10.4232/1.14023,doi:10.14281/18241.21,EVS5,348050657,77,348,HU,310,2018,201802,201808,3482018,1,5,-3,-3,-3,-3,-3,55,17.53,18.48,20180322,-3,-3.0,-3.0,184,hu,0.646775893056617,0.534134346103038,0.660501981505945,HU1,HU11,-4,5,2,2,2,2,3,2,4,2,2,7,5,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,-1,2,5,1,1,2,5,1,2,2,2,1,3,2,4,-2,-2,3,4,4,3,4,3,1,2,1,2,1,3,1,2,2,2,2,3,3,7,8,2,1,4,3,4,3,3,3,2,2,2,3,3,3,3,3,2,1,4,2,4,1,-4,-1,10,1,10,10,1,10,10,4,1,10,1,1,1,2,3,1,3,-1,2,3,3,0,-2,-4,-2,-2,-2,-2,-2,-2,-2,1,3,1,1,7,1,6,7,1,6,4,1,7,1,2,3,3,4,1,2,3,4,4,4,2,1951,67,6,3,1,348.0,HU,1,348,HU,1,348,HU,1,1,2,2,7,3,7,3,3,2,4,2,2,4,2,22,-4,3,75,-4,-4,-2
27263,1,5,4-0-0 (2022-12-14),5-0-0 (2022-05-16),doi:10.4232/1.14023,doi:10.14281/18241.21,EVS5,348050658,15,348,HU,310,2018,201802,201808,3482018,1,5,-3,-3,-3,-3,-3,49,7.31,8.2,20180323,-3,-3.0,-3.0,184,hu,0.999149817848542,0.534134346103038,0.660501981505945,HU3,HU31,-4,4,1,1,2,1,3,2,2,2,2,9,9,0,1,0,1,0,1,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,1,2,4,1,1,-1,2,2,2,2,3,1,2,2,3,2,2,2,3,3,3,3,3,1,2,1,2,-2,-1,-1,2,2,3,3,3,10,8,4,3,4,2,2,4,3,3,3,3,3,3,3,3,2,2,3,3,3,3,1,4,1,-4,-2,5,5,10,8,1,10,10,7,3,10,5,1,1,2,4,2,3,4,1,3,4,1,2,-4,1,1,1,0,0,0,8,1,3,1,1,5,3,3,4,2,1,1,1,1,1,1,2,2,3,2,2,2,1,3,3,1,1976,42,3,2,1,348.0,HU,1,348,HU,1,348,HU,1,1,3,5,7,3,7,3,3,2,3,2,1,1,-2,14,-4,6,23,-4,-4,-2
27264,1,5,4-0-0 (2022-12-14),5-0-0 (2022-05-16),doi:10.4232/1.14023,doi:10.14281/18241.21,EVS5,348050659,19,348,HU,310,2018,201802,201808,3482018,1,5,-3,-3,-3,-3,-3,39,13.54,14.33,20180323,-3,-3.0,-3.0,184,hu,0.997368358929494,0.534134346103038,0.660501981505945,HU1,HU11,-4,5,2,1,1,1,2,2,3,2,1,9,9,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,3,3,3,3,1,3,2,1,3,4,1,2,2,2,2,2,3,3,3,3,2,1,4,4,3,2,0,3,3,2,3,3,3,3,5,7,-2,-2,4,4,-1,3,-1,2,-1,-1,2,2,-1,-1,-1,-1,1,2,-2,-2,-2,-2,1,-4,-2,-2,-2,10,6,-2,-2,10,5,5,10,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,4,-4,2,1,1,1,1,1,10,1,2,1,1,10,5,2,5,8,-1,5,1,1,1,3,-1,2,2,2,2,2,2,4,4,2,1985,33,2,2,1,348.0,HU,1,348,HU,1,348,HU,1,1,0,2,7,3,7,3,7,3,7,3,1,1,1,26,-4,1,-2,-4,-4,-2
27265,1,5,4-0-0 (2022-12-14),5-0-0 (2022-05-16),doi:10.4232/1.14023,doi:10.14281/18241.21,EVS5,348050660,104,348,HU,310,2018,201802,201808,3482018,1,5,-3,-3,-3,-3,-3,49,15.49,16.38,20180323,-3,-3.0,-3.0,184,hu,0.856574743057719,0.534134346103038,0.660501981505945,HU3,HU31,-4,1,1,1,1,2,2,1,3,1,1,10,10,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,1,2,4,1,1,4,4,3,1,1,1,1,3,2,2,2,2,1,3,3,3,3,3,1,2,1,2,1,3,1,2,2,3,2,2,5,1,5,10,5,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,10,1,1,4,1,-4,34802,5,1,10,5,1,10,10,10,3,10,5,1,1,2,2,1,2,2,1,1,4,0,8,-4,7,2,0,0,0,0,1,1,1,1,1,1,1,1,1,10,1,10,1,10,1,1,1,2,2,2,3,2,1,4,4,1,1961,57,5,3,1,348.0,HU,1,348,HU,1,348,HU,1,1,1,2,6,3,6,3,3,2,3,2,1,1,2,14,-4,3,32,-4,-4,8
27266,1,5,4-0-0 (2022-12-14),5-0-0 (2022-05-16),doi:10.4232/1.14023,doi:10.14281/18241.21,EVS5,348050661,36,348,HU,310,2018,201802,201808,3482018,1,5,-3,-3,-3,-3,-3,49,17.36,18.25,20180323,-3,-3.0,-3.0,184,hu,0.798345587504833,0.534134346103038,0.660501981505945,HU3,HU33,-4,2,3,1,2,2,3,1,2,2,2,10,10,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,3,3,1,2,4,4,3,2,4,3,1,2,2,3,3,4,3,3,3,3,3,3,2,1,4,2,-1,3,1,3,2,2,2,3,5,5,5,5,10,1,2,3,2,2,3,3,3,3,3,3,3,2,3,3,5,3,-1,3,-1,-4,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,5,5,2,2,-2,-2,-2,-2,-2,-2,-2,-2,0,2,-4,2,1,1,1,1,1,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,3,2,2,2,1,1,1,2,1975,43,3,2,1,348.0,HU,1,348,HU,1,348,HU,1,1,2,4,3,2,3,2,2,1,2,1,1,1,2,52,-4,4,-1,-4,-4,-2
27267,1,5,4-0-0 (2022-12-14),5-0-0 (2022-05-16),doi:10.4232/1.14023,doi:10.14281/18241.21,EVS5,348050662,23,348,HU,310,2018,201802,201808,3482018,1,5,-3,-3,-3,-3,-3,40,16.04,16.44,20180323,-3,-3.0,-3.0,184,hu,0.981139458449619,0.534134346103038,0.660501981505945,HU1,HU11,-4,5,2,1,2,3,4,4,4,4,5,1,10,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,1,2,3,2,2,2,2,2,1,1,1,2,2,2,2,3,3,3,3,1,3,3,2,2,-2,1,2,4,3,3,3,3,3,5,5,5,5,4,2,3,3,2,3,3,2,2,4,3,3,2,3,2,1,4,2,4,1,-4,34801,10,5,10,8,1,10,10,7,7,10,1,3,3,2,3,1,3,3,2,3,2,0,8,-4,7,3,0,0,0,0,1,1,1,1,1,-1,1,6,7,1,8,6,1,1,1,1,3,2,2,1,1,1,1,3,4,1,1944,74,6,3,1,348.0,HU,1,348,HU,1,348,HU,5,1,1,2,3,2,-3,-3,2,1,3,2,4,-3,1,72,-4,7,-3,-4,-4,6
27268,1,5,4-0-0 (2022-12-14),5-0-0 (2022-05-16),doi:10.4232/1.14023,doi:10.14281/18241.21,EVS5,348050663,76,348,HU,310,2018,201802,201808,3482018,1,5,-3,-3,-3,-3,-3,81,10.33,11.54,20180323,-3,-3.0,-3.0,184,hu,0.766529385428379,0.534134346103038,0.660501981505945,HU2,HU23,-4,2,2,1,2,2,3,1,3,2,4,5,5,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,2,2,4,2,4,2,2,2,1,2,2,1,1,2,3,3,3,2,3,3,3,2,1,2,1,3,1,1,1,1,4,3,3,3,3,5,9,6,6,1,3,2,3,3,2,3,2,4,4,2,3,3,2,3,4,8,2,2,4,1,-4,-1,8,1,10,5,1,8,10,7,6,10,8,3,1,2,4,3,3,4,1,3,3,0,8,-4,4,1,1,1,0,0,5,1,4,1,1,6,1,5,5,5,1,1,1,1,1,1,1,1,2,3,2,1,1,2,3,2,1993,25,2,1,1,348.0,HU,1,348,HU,1,348,HU,6,1,0,2,3,2,-3,-3,3,2,3,2,1,-3,2,81,-4,7,-3,-4,-4,9
27269,1,5,4-0-0 (2022-12-14),5-0-0 (2022-05-16),doi:10.4232/1.14023,doi:10.14281/18241.21,EVS5,348050664,76,348,HU,310,2018,201802,201808,3482018,1,5,-3,-3,-3,-3,-3,101,12.16,13.57,20180323,-3,-3.0,-3.0,184,hu,0.544833725622211,0.534134346103038,0.660501981505945,HU2,HU23,-4,2,1,1,1,1,1,1,2,3,5,5,5,1,1,0,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,2,1,3,3,3,3,4,1,2,1,1,2,1,1,3,4,3,3,1,3,3,3,3,1,2,1,3,1,0,3,1,1,3,3,3,3,8,9,8,6,2,1,1,1,1,1,2,1,2,2,1,2,1,1,1,2,10,2,3,4,1,-4,34802,6,6,10,1,1,1,1,10,1,10,10,1,1,2,4,3,4,3,3,4,4,1,4,-4,1,1,1,1,0,0,10,1,1,1,1,1,1,1,1,5,1,6,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1943,75,6,3,1,348.0,HU,1,348,HU,1,348,HU,1,1,4,2,3,2,3,2,1,1,1,1,4,4,1,13,-4,8,81,-4,-4,1
27270,1,5,4-0-0 (2022-12-14),5-0-0 (2022-05-16),doi:10.4232/1.14023,doi:10.14281/18241.21,EVS5,348050665,48,348,HU,310,2018,201802,201808,3482018,1,5,-3,-3,-3,-3,-3,36,13.01,13.37,20180323,-3,-3.0,-3.0,184,hu,1.06190866562666,0.534134346103038,0.660501981505945,HU2,HU22,-4,4,3,2,2,4,4,1,3,2,3,6,4,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,2,2,1,2,1,1,3,3,3,2,3,3,1,1,2,2,2,3,3,2,2,2,2,4,3,4,2,3,1,3,1,4,3,3,3,3,5,7,6,3,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,4,3,3,3,3,-4,34803,5,5,5,6,6,5,5,5,5,8,3,2,2,1,1,1,1,1,1,3,3,0,4,-4,5,2,1,0,0,0,4,1,4,1,1,1,4,1,1,3,6,4,3,4,1,2,2,3,3,2,2,2,3,3,3,2,1969,49,4,2,1,348.0,HU,1,348,HU,1,348,HU,1,1,2,4,3,2,3,2,2,1,3,2,1,1,1,32,-4,8,82,-4,-4,5
27271,1,5,4-0-0 (2022-12-14),5-0-0 (2022-05-16),doi:10.4232/1.14023,doi:10.14281/18241.21,EVS5,348050666,5,348,HU,310,2018,201802,201808,3482018,1,5,-3,-3,-3,-3,-3,47,15.23,16.1,20180323,-3,-3.0,-3.0,184,hu,1.27567446294569,0.534134346103038,0.660501981505945,HU2,HU21,-4,1,2,1,1,3,4,1,4,3,4,2,8,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,2,2,3,3,1,1,3,3,3,1,2,1,1,4,3,4,4,3,1,3,3,1,3,2,4,4,1,2,1,2,1,4,3,3,3,3,5,5,5,3,1,4,2,4,4,3,4,4,2,2,4,4,2,4,4,4,-2,2,2,1,1,-4,34804,5,5,10,5,10,6,10,5,8,5,5,3,3,3,3,1,1,3,3,1,3,0,8,-4,6,2,0,0,0,0,3,1,2,1,2,1,8,5,5,-2,-2,10,1,1,1,3,1,4,4,4,4,4,1,2,3,1,1979,39,3,2,1,348.0,HU,1,348,HU,1,348,HU,4,2,1,4,3,2,-3,-3,3,2,3,2,1,-3,2,-2,-4,7,-3,-4,-4,4
27272,1,5,4-0-0 (2022-12-14),5-0-0 (2022-05-16),doi:10.4232/1.14023,doi:10.14281/18241.21,EVS5,348050667,1,348,HU,310,2018,201802,201808,3482018,1,5,-3,-3,-3,-3,-3,49,16.02,16.51,20180323,-3,-3.0,-3.0,184,hu,1.14717010887653,0.534134346103038,0.660501981505945,HU1,HU11,-4,5,1,1,1,1,2,2,1,1,1,8,8,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,2,1,1,5,2,2,2,2,3,1,3,2,2,2,2,-1,4,3,3,3,3,4,2,4,3,-1,2,2,1,2,2,3,3,8,5,5,4,4,1,1,3,-1,1,2,2,2,2,2,3,2,2,2,2,6,3,-1,4,1,-4,-2,10,2,10,6,0,8,10,0,5,10,7,1,1,1,4,-1,3,4,2,4,4,1,4,-4,1,1,1,1,1,1,-2,1,3,2,1,4,1,2,3,2,2,4,1,1,1,1,3,1,2,1,1,1,2,3,3,1,1979,39,3,2,1,348.0,HU,0,276,DE,1,348,HU,1,1,1,3,6,3,6,3,6,3,6,3,1,8,2,52,-4,1,21,-4,-4,10
27273,1,5,4-0-0 (2022-12-14),5-0-0 (2022-05-16),doi:10.4232/1.14023,doi:10.14281/18241.21,EVS5,348050668,7,348,HU,310,2018,201802,201808,3482018,1,5,-3,-3,-3,-3,-3,48,16.2,17.08,20180323,-3,-3.0,-3.0,184,hu,0.813456007923197,0.534134346103038,0.660501981505945,HU1,HU11,-4,5,1,1,1,1,3,1,-1,2,2,9,9,0,1,0,1,0,0,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,2,4,1,2,-1,4,-1,1,2,5,1,-1,2,1,-1,1,2,3,3,2,3,4,3,4,2,3,-1,3,3,2,3,2,3,-1,4,10,5,3,4,-1,-1,3,-1,-1,4,3,3,3,4,4,2,3,2,3,3,-1,-1,3,1,-4,-1,5,5,1,2,0,9,10,1,5,9,3,1,4,-1,-1,-1,-1,-1,-1,2,-1,2,6,-4,7,2,-1,-1,-1,-1,4,1,2,2,1,-1,1,5,-1,9,-1,5,3,3,1,1,2,1,2,2,-1,1,2,2,2,2,1996,22,1,1,1,348.0,HU,0,642,RO,0,642,RO,6,1,0,1,3,2,-3,-3,7,3,8,3,6,-3,2,33,-4,1,-3,-4,-4,1
27274,1,5,4-0-0 (2022-12-14),5-0-0 (2022-05-16),doi:10.4232/1.14023,doi:10.14281/18241.21,EVS5,348050669,121,348,HU,310,2018,201802,201808,3482018,1,5,-3,-3,-3,-3,-3,58,13.22,14.2,20180323,-3,-3.0,-3.0,184,hu,1.36069178080943,0.534134346103038,0.660501981505945,HU3,HU32,-4,2,2,1,1,1,3,1,1,1,1,10,10,0,1,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,1,0,0,1,1,0,1,1,1,0,2,1,2,4,2,4,4,3,3,4,3,3,1,4,2,4,3,3,3,3,4,2,4,1,2,2,3,2,0,2,1,4,3,3,2,3,5,4,6,4,2,1,2,4,4,2,3,3,2,2,4,3,4,3,4,3,5,3,2,3,1,-4,34805,7,6,9,5,9,6,10,8,10,8,4,2,2,3,4,2,3,1,1,3,4,1,2,-4,1,1,1,1,1,1,10,1,5,1,6,2,5,2,3,1,4,3,2,8,1,2,2,3,3,1,2,2,4,3,3,2,1989,29,2,1,1,348.0,HU,1,348,HU,1,348,HU,6,1,0,1,4,2,-3,-3,3,2,6,3,3,-3,-3,33,-4,1,-3,-4,-4,8
27275,1,5,4-0-0 (2022-12-14),5-0-0 (2022-05-16),doi:10.4232/1.14023,doi:10.14281/18241.21,EVS5,348050670,44,348,HU,310,2018,201802,201808,3482018,1,5,-3,-3,-3,-3,-3,41,8.53,9.34,20180324,-3,-3.0,-3.0,184,hu,0.96345097202997,0.534134346103038,0.660501981505945,HU1,HU11,-4,5,2,1,1,2,4,1,1,2,1,8,7,0,0,0,1,0,1,0,1,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,2,2,4,1,2,2,3,3,2,4,4,1,1,1,2,2,2,1,2,3,3,2,2,4,1,4,2,1,3,1,4,3,3,3,3,5,5,5,5,5,2,2,3,4,2,3,3,3,3,3,3,4,2,3,3,5,3,3,3,1,-4,34802,7,1,5,5,5,3,5,5,5,5,5,1,1,2,4,3,3,4,2,4,4,1,1,-4,1,1,1,1,1,1,10,1,5,1,1,5,1,1,1,1,1,1,1,1,1,1,3,2,3,1,2,2,2,4,4,2,1980,38,3,2,1,348.0,HU,1,348,HU,1,348,HU,6,1,0,1,6,3,-3,-3,3,2,3,2,1,-3,1,23,-4,7,-3,-4,-4,2
27276,1,5,4-0-0 (2022-12-14),5-0-0 (2022-05-16),doi:10.4232/1.14023,doi:10.14281/18241.21,EVS5,348050671,14,348,HU,310,2018,201802,201808,3482018,1,5,-3,-3,-3,-3,-3,35,13.59,14.34,20180324,-3,-3.0,-3.0,184,hu,1.62016021951764,0.534134346103038,0.660501981505945,HU3,HU32,-4,4,1,1,2,1,4,2,3,1,1,10,3,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,4,1,1,-1,4,1,2,2,3,1,2,1,2,2,3,4,3,3,3,3,3,1,2,4,3,1,3,1,4,3,3,3,3,-2,10,10,5,5,3,2,3,3,3,3,3,3,3,3,3,2,3,3,3,7,3,2,4,4,-4,34802,6,6,6,7,1,5,1,7,7,7,3,1,1,2,2,2,3,3,3,3,3,0,8,-4,6,2,1,-1,-1,-1,9,1,1,1,1,1,4,8,8,1,5,10,2,7,1,1,1,3,1,1,1,1,1,2,4,1,1993,25,2,1,1,348.0,HU,1,348,HU,1,348,HU,6,1,0,1,3,2,-3,-3,3,2,3,2,1,-3,2,71,-4,7,-3,-4,-4,3
27277,1,5,4-0-0 (2022-12-14),5-0-0 (2022-05-16),doi:10.4232/1.14023,doi:10.14281/18241.21,EVS5,348050672,14,348,HU,310,2018,201802,201808,3482018,1,5,-3,-3,-3,-3,-3,36,13.07,13.43,20180324,-3,-3.0,-3.0,184,hu,1.56506362404956,0.534134346103038,0.660501981505945,HU3,HU32,-4,4,1,1,1,1,4,2,4,2,3,7,8,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,4,1,1,3,3,1,3,2,4,1,4,2,4,4,4,1,4,3,3,3,2,3,1,4,2,1,3,2,3,3,3,3,3,7,4,7,6,5,2,2,2,3,1,2,2,3,3,2,2,3,2,2,3,7,2,2,3,2,-4,-2,7,6,8,6,7,6,5,7,6,6,6,2,2,3,3,2,2,3,4,3,2,0,8,-4,7,2,0,1,0,0,3,2,2,2,1,2,1,1,4,4,4,3,4,3,1,2,2,2,2,1,2,1,3,3,3,1,1981,37,3,2,1,348.0,HU,1,348,HU,1,348,HU,1,1,0,2,3,2,7,3,3,2,3,2,1,-2,2,81,-4,8,24,-4,-4,5
27278,1,5,4-0-0 (2022-12-14),5-0-0 (2022-05-16),doi:10.4232/1.14023,doi:10.14281/18241.21,EVS5,348050673,29,348,HU,310,2018,201802,201808,3482018,1,5,-3,-3,-3,-3,-3,44,9.07,9.51,20180324,-3,-3.0,-3.0,184,hu,0.871082986732548,0.534134346103038,0.660501981505945,HU3,HU32,-4,1,2,1,1,2,3,1,2,2,1,10,8,1,1,1,1,0,1,0,0,0,0,0,1,1,0,-1,1,0,0,1,-1,0,-1,1,1,1,1,1,1,1,1,2,1,1,2,3,1,2,1,3,1,1,1,2,2,2,1,2,4,3,2,2,4,3,1,1,1,3,3,3,3,3,3,3,-1,6,-1,-1,-1,2,2,2,3,1,2,2,1,1,1,1,2,2,2,1,5,1,2,4,-1,-4,-1,5,5,10,9,8,1,10,1,10,10,7,1,1,-1,-1,4,-1,-1,-1,3,4,0,8,-4,5,1,1,-1,-1,-1,5,1,1,1,1,6,1,5,1,1,1,1,1,1,1,1,3,1,1,1,2,1,1,4,4,2,1994,24,1,1,1,348.0,HU,1,348,HU,1,348,HU,6,2,0,-2,3,2,-3,-3,3,2,1,1,1,-3,2,31,-4,7,-3,-4,-4,4
27279,1,5,4-0-0 (2022-12-14),5-0-0 (2022-05-16),doi:10.4232/1.14023,doi:10.14281/18241.21,EVS5,348050674,44,348,HU,310,2018,201802,201808,3482018,1,5,-3,-3,-3,-3,-3,54,12.55,13.49,20180324,-3,-3.0,-3.0,184,hu,0.997368358929494,0.534134346103038,0.660501981505945,HU1,HU11,-4,5,2,1,1,1,3,2,2,2,3,7,8,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,3,1,1,2,3,2,2,2,3,1,2,2,3,3,3,3,3,3,3,2,3,2,3,4,2,0,1,1,3,3,3,3,3,9,2,3,6,5,3,3,3,3,2,3,2,2,2,3,3,3,3,2,2,5,2,3,3,1,-4,34802,5,7,6,7,5,7,5,5,7,9,4,1,1,3,3,2,3,2,3,3,3,1,7,-4,2,1,1,-1,-1,1,9,4,5,1,1,4,3,3,5,5,2,5,2,2,1,1,3,3,3,2,2,2,2,3,3,2,1986,32,2,2,1,348.0,HU,1,348,HU,1,348,HU,6,1,0,2,6,3,-3,-3,3,2,6,3,1,-3,2,24,-4,2,-3,-4,-4,2
27280,1,5,4-0-0 (2022-12-14),5-0-0 (2022-05-16),doi:10.4232/1.14023,doi:10.14281/18241.21,EVS5,348050675,45,348,HU,310,2018,201802,201808,3482018,1,5,-3,-3,-3,-3,-3,68,12.31,13.39,20180324,-3,-3.0,-3.0,184,hu,0.535938719578338,0.534134346103038,0.660501981505945,HU3,HU33,-4,3,3,1,2,3,4,3,2,2,3,5,6,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,2,2,4,1,2,3,2,1,2,2,2,1,1,1,2,2,2,4,4,3,3,4,2,3,3,1,1,0,3,1,4,3,3,3,3,5,7,5,8,6,1,1,3,4,1,1,1,1,1,1,2,1,2,1,1,7,2,2,3,2,-4,34803,5,7,9,5,6,7,9,7,8,7,6,1,1,1,3,3,4,1,1,4,4,1,3,-4,3,1,1,0,1,1,8,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,3,3,2,2,2,2,3,2,2,1945,73,6,3,1,348.0,HU,1,348,HU,1,348,HU,3,1,1,2,3,2,-3,-3,3,2,3,2,4,-3,-2,-2,-4,6,-3,-4,-4,-2
27281,1,5,4-0-0 (2022-12-14),5-0-0 (2022-05-16),doi:10.4232/1.14023,doi:10.14281/18241.21,EVS5,348050676,58,348,HU,310,2018,201802,201808,3482018,1,5,-3,-3,-3,-3,-3,44,13.24,14.08,20180324,-3,-3.0,-3.0,184,hu,1.37318167097986,0.534134346103038,0.660501981505945,HU2,HU23,-4,1,2,1,2,2,3,2,3,2,3,5,6,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,2,1,2,1,2,1,2,1,2,2,3,3,3,1,3,1,1,2,2,4,3,2,2,1,1,1,3,1,2,1,1,-1,10,1,1,10,1,1,1,2,2,1,2,2,2,2,1,2,1,2,2,4,1,1,1,1,-4,34802,2,2,5,7,7,6,4,4,4,4,4,1,1,1,2,2,2,2,2,1,1,0,8,-4,7,2,-1,0,0,0,6,1,4,4,2,3,3,3,3,3,3,3,3,3,1,1,3,2,2,1,3,2,1,1,1,1,1957,61,5,3,1,348.0,HU,1,348,HU,1,348,HU,1,1,4,4,2,1,2,1,2,1,2,1,1,1,2,61,-4,9,92,-4,-4,8
